Total load,,
MW,,
ENTSO-E,,
date,hour,Value
01/10/2022,15,3782.25
01/10/2022,16,4072.5
01/10/2022,17,4282
01/10/2022,18,4646.75
01/10/2022,19,4901.75
01/10/2022,20,4709.75
01/10/2022,21,4388.5
01/10/2022,22,4088
01/10/2022,23,3865
02/10/2022,0,3635
02/10/2022,1,3503.5
02/10/2022,2,3411.5
02/10/2022,3,3413
02/10/2022,4,3571
02/10/2022,5,3928.5
02/10/2022,6,4619.25
02/10/2022,7,4794.75
02/10/2022,8,4530.25
02/10/2022,9,4310
02/10/2022,10,4136.75
02/10/2022,11,4036.5
02/10/2022,12,3969.25
02/10/2022,13,3983.5
02/10/2022,14,4121.25
02/10/2022,15,4405.25
02/10/2022,16,4757.5
02/10/2022,17,5028.5
02/10/2022,18,5319.5
02/10/2022,19,5474.25
02/10/2022,20,5225.75
02/10/2022,21,4868.5
02/10/2022,22,4583.25
02/10/2022,23,4415.5
03/10/2022,0,4131.5
03/10/2022,1,3923
03/10/2022,2,3786.75
03/10/2022,3,3770.75
03/10/2022,4,3882.25
03/10/2022,5,4195
03/10/2022,6,4827.75
03/10/2022,7,4977.75
03/10/2022,8,4649.25
03/10/2022,9,4370.25
03/10/2022,10,4124.75
03/10/2022,11,4011.25
03/10/2022,12,4007.25
03/10/2022,13,3997.5
03/10/2022,14,4190.75
03/10/2022,15,4490
03/10/2022,16,4806
03/10/2022,17,5113.5
03/10/2022,18,5426.5
03/10/2022,19,5561.75
03/10/2022,20,5304.5
03/10/2022,21,4940.75
03/10/2022,22,4666
03/10/2022,23,4494.75
04/10/2022,0,4213.25
04/10/2022,1,3995.75
04/10/2022,2,3809.25
04/10/2022,3,3788.25
04/10/2022,4,3907
04/10/2022,5,4231.25
04/10/2022,6,4841
04/10/2022,7,5001
04/10/2022,8,4848.25
04/10/2022,9,4697
04/10/2022,10,4483
04/10/2022,11,4400
04/10/2022,12,4300.5
04/10/2022,13,4242.25
04/10/2022,14,4435.5
04/10/2022,15,4756.75
04/10/2022,16,5031.5
04/10/2022,17,5164
04/10/2022,18,5409.25
04/10/2022,19,5510.5
04/10/2022,20,5280
04/10/2022,21,4934
04/10/2022,22,4638.75
04/10/2022,23,4471.5
05/10/2022,0,4238.25
05/10/2022,1,4049.5
05/10/2022,2,3861.75
05/10/2022,3,3852.75
05/10/2022,4,3953.25
05/10/2022,5,4297
05/10/2022,6,4931.5
05/10/2022,7,5097.75
05/10/2022,8,4816.75
05/10/2022,9,4475.25
05/10/2022,10,4226
05/10/2022,11,4166
05/10/2022,12,4233
05/10/2022,13,4169.75
05/10/2022,14,4282.5
05/10/2022,15,4487
05/10/2022,16,4793
05/10/2022,17,5100.5
05/10/2022,18,5434.75
05/10/2022,19,5561.75
05/10/2022,20,5312.5
05/10/2022,21,4954.25
05/10/2022,22,4690.25
05/10/2022,23,4518.25
06/10/2022,0,4206
06/10/2022,1,3993.5
06/10/2022,2,3898
06/10/2022,3,3854.5
06/10/2022,4,3931.25
06/10/2022,5,4255.25
06/10/2022,6,4874.75
06/10/2022,7,5086.75
06/10/2022,8,4905.25
06/10/2022,9,4540
06/10/2022,10,4128
06/10/2022,11,3992.25
06/10/2022,12,3972.75
06/10/2022,13,4052.25
06/10/2022,14,4184
06/10/2022,15,4440.75
06/10/2022,16,4794.25
06/10/2022,17,5068.5
06/10/2022,18,5398.75
06/10/2022,19,5497
06/10/2022,20,5245.25
06/10/2022,21,4911.25
06/10/2022,22,4642
06/10/2022,23,4496.5
07/10/2022,0,4184.75
07/10/2022,1,3966.25
07/10/2022,2,3801
07/10/2022,3,3747.5
07/10/2022,4,3773.75
07/10/2022,5,3846.5
07/10/2022,6,4023
07/10/2022,7,4135.5
07/10/2022,8,4118.75
07/10/2022,9,3987.5
07/10/2022,10,3859.75
07/10/2022,11,3783.25
07/10/2022,12,3765.75
07/10/2022,13,3742.25
07/10/2022,14,3828.25
07/10/2022,15,4050
07/10/2022,16,4374
07/10/2022,17,4574.25
07/10/2022,18,4889.5
07/10/2022,19,5041.75
07/10/2022,20,4853
07/10/2022,21,4533
07/10/2022,22,4246.75
07/10/2022,23,4013.75
08/10/2022,0,3773.75
08/10/2022,1,3613
08/10/2022,2,3492
08/10/2022,3,3436
08/10/2022,4,3450.5
08/10/2022,5,3533.25
08/10/2022,6,3673.5
08/10/2022,7,3853.5
08/10/2022,8,4038.5
08/10/2022,9,4036.25
08/10/2022,10,4166
08/10/2022,11,4419
08/10/2022,12,4348.25
08/10/2022,13,4150.25
08/10/2022,14,4226.5
08/10/2022,15,4319
08/10/2022,16,4442
08/10/2022,17,4581
08/10/2022,18,4891.5
08/10/2022,19,5022
08/10/2022,20,4813
08/10/2022,21,4490.25
08/10/2022,22,4176.25
08/10/2022,23,3931
09/10/2022,0,3696.75
09/10/2022,1,3546.75
09/10/2022,2,3446.25
09/10/2022,3,3460.5
09/10/2022,4,3620.25
09/10/2022,5,4039
09/10/2022,6,4788
09/10/2022,7,5068.5
09/10/2022,8,5041
09/10/2022,9,4906.25
09/10/2022,10,4804
09/10/2022,11,4724.75
09/10/2022,12,4699.75
09/10/2022,13,4633
09/10/2022,14,4871.75
09/10/2022,15,5134.5
09/10/2022,16,5302
09/10/2022,17,5415.5
09/10/2022,18,5676
09/10/2022,19,5712
09/10/2022,20,5447.75
09/10/2022,21,5050.5
09/10/2022,22,4763.75
09/10/2022,23,4546.5
10/10/2022,0,4242.5
10/10/2022,1,4058.75
10/10/2022,2,3884.25
10/10/2022,3,3857.5
10/10/2022,4,3979.75
10/10/2022,5,4326.75
10/10/2022,6,5016.75
10/10/2022,7,5275.25
10/10/2022,8,5187.75
10/10/2022,9,5087.75
10/10/2022,10,5009.25
10/10/2022,11,5012.75
10/10/2022,12,4970.5
10/10/2022,13,4843.25
10/10/2022,14,4773.5
10/10/2022,15,4894.5
10/10/2022,16,5106.75
10/10/2022,17,5348
10/10/2022,18,5701.5
10/10/2022,19,5800
10/10/2022,20,5540.5
10/10/2022,21,5137
10/10/2022,22,4809.25
10/10/2022,23,4597.25
11/10/2022,0,4318.75
11/10/2022,1,4132.75
11/10/2022,2,3931.75
11/10/2022,3,3909.5
11/10/2022,4,4001.5
11/10/2022,5,4364.75
11/10/2022,6,5058
11/10/2022,7,5322.25
11/10/2022,8,5271.75
11/10/2022,9,5063.5
11/10/2022,10,4819.75
11/10/2022,11,4477.25
11/10/2022,12,4350.75
11/10/2022,13,4308.25
11/10/2022,14,4371
11/10/2022,15,4661.5
11/10/2022,16,4967.5
11/10/2022,17,5268.25
11/10/2022,18,5642
11/10/2022,19,5757.25
11/10/2022,20,5498.25
11/10/2022,21,5125.5
11/10/2022,22,4815
11/10/2022,23,4623.25
12/10/2022,0,4381.5
12/10/2022,1,4160.25
12/10/2022,2,3976
12/10/2022,3,3956.25
12/10/2022,4,4071.25
12/10/2022,5,4398
12/10/2022,6,5089.5
12/10/2022,7,5242.75
12/10/2022,8,4940
12/10/2022,9,4580.75
12/10/2022,10,4343
12/10/2022,11,4244.25
12/10/2022,12,4252
12/10/2022,13,4278.25
12/10/2022,14,4360.5
12/10/2022,15,4640.25
12/10/2022,16,5006.75
12/10/2022,17,5278.25
12/10/2022,18,5690.25
12/10/2022,19,5767.25
12/10/2022,20,5505.25
12/10/2022,21,5142
12/10/2022,22,4841.75
12/10/2022,23,4647.75
13/10/2022,0,4335.25
13/10/2022,1,4138.75
13/10/2022,2,3952
13/10/2022,3,3937.25
13/10/2022,4,4033
13/10/2022,5,4356.5
13/10/2022,6,5032.5
13/10/2022,7,5315.25
13/10/2022,8,5256
13/10/2022,9,5103
13/10/2022,10,4813
13/10/2022,11,4528.25
13/10/2022,12,4373.75
13/10/2022,13,4415.75
13/10/2022,14,4556
13/10/2022,15,4769.5
13/10/2022,16,5097.5
13/10/2022,17,5312.5
13/10/2022,18,5627.25
13/10/2022,19,5630
13/10/2022,20,5366.75
13/10/2022,21,5041.5
13/10/2022,22,4802.5
13/10/2022,23,4649
14/10/2022,0,4352.5
14/10/2022,1,4113.75
14/10/2022,2,3916
14/10/2022,3,3824
14/10/2022,4,3823.75
14/10/2022,5,3923.25
14/10/2022,6,4153.5
14/10/2022,7,4318.5
14/10/2022,8,4262
14/10/2022,9,4092.25
14/10/2022,10,3906
14/10/2022,11,3773.75
14/10/2022,12,3726.75
14/10/2022,13,3688
14/10/2022,14,3810.75
14/10/2022,15,4044
14/10/2022,16,4392.75
14/10/2022,17,4635.25
14/10/2022,18,4983.75
14/10/2022,19,5065.75
14/10/2022,20,4874.75
14/10/2022,21,4579.25
14/10/2022,22,4306.5
14/10/2022,23,4092.75
15/10/2022,0,3879.5
15/10/2022,1,3720.25
15/10/2022,2,3598.75
15/10/2022,3,3538.25
15/10/2022,4,3543
15/10/2022,5,3628.75
15/10/2022,6,3816
15/10/2022,7,4044
15/10/2022,8,4376.5
15/10/2022,9,4681.25
15/10/2022,10,4842
15/10/2022,11,4906.75
15/10/2022,12,4793.25
15/10/2022,13,4633.5
15/10/2022,14,4631
15/10/2022,15,4660.5
15/10/2022,16,4757
15/10/2022,17,4845.5
15/10/2022,18,5139
15/10/2022,19,5169
15/10/2022,20,4955.75
15/10/2022,21,4627
15/10/2022,22,4332.5
15/10/2022,23,4091.5
16/10/2022,0,3864.75
16/10/2022,1,3738
16/10/2022,2,3648.25
16/10/2022,3,3655.25
16/10/2022,4,3802.25
16/10/2022,5,4198
16/10/2022,6,5002.5
16/10/2022,7,5264.5
16/10/2022,8,4988.25
16/10/2022,9,4614.5
16/10/2022,10,4318.75
16/10/2022,11,4165
16/10/2022,12,4146
16/10/2022,13,4146
16/10/2022,14,4256.5
16/10/2022,15,4556.75
16/10/2022,16,5017.25
16/10/2022,17,5425.25
16/10/2022,18,5871
16/10/2022,19,5943.25
16/10/2022,20,5676
16/10/2022,21,5289.5
16/10/2022,22,4977.5
16/10/2022,23,4795.75
17/10/2022,0,4511
17/10/2022,1,4305.75
17/10/2022,2,4154.5
17/10/2022,3,4139.5
17/10/2022,4,4265.5
17/10/2022,5,4635.25
17/10/2022,6,5406.25
17/10/2022,7,5675
17/10/2022,8,5364
17/10/2022,9,4925.5
17/10/2022,10,4528.75
17/10/2022,11,4325.5
17/10/2022,12,4260.25
17/10/2022,13,4302.5
17/10/2022,14,4555
17/10/2022,15,4944
17/10/2022,16,5333
17/10/2022,17,5645.5
17/10/2022,18,6043.5
17/10/2022,19,6048
17/10/2022,20,5778
17/10/2022,21,5372.25
17/10/2022,22,5045.5
17/10/2022,23,4869.25
18/10/2022,0,4606
18/10/2022,1,4398.5
18/10/2022,2,4227.75
18/10/2022,3,4221.25
18/10/2022,4,4330.25
18/10/2022,5,4695
18/10/2022,6,5516.5
18/10/2022,7,5726
18/10/2022,8,5360.5
18/10/2022,9,4924.5
18/10/2022,10,4582.5
18/10/2022,11,4404.25
18/10/2022,12,4324.5
18/10/2022,13,4318.75
18/10/2022,14,4521.25
18/10/2022,15,4951
18/10/2022,16,5405.25
18/10/2022,17,5723.75
18/10/2022,18,6099.5
18/10/2022,19,6102.25
18/10/2022,20,5829.25
18/10/2022,21,5419.5
18/10/2022,22,5090
18/10/2022,23,4903
19/10/2022,0,4633
19/10/2022,1,4440
19/10/2022,2,4237.75
19/10/2022,3,4212.25
19/10/2022,4,4301.25
19/10/2022,5,4659.25
19/10/2022,6,5410.75
19/10/2022,7,5757.25
19/10/2022,8,5732.5
19/10/2022,9,5639.5
19/10/2022,10,5452
19/10/2022,11,5269.25
19/10/2022,12,5295.75
19/10/2022,13,5355
19/10/2022,14,5413.5
19/10/2022,15,5622.5
19/10/2022,16,5643
19/10/2022,17,5779.25
19/10/2022,18,6022.25
19/10/2022,19,5964.5
19/10/2022,20,5690.5
19/10/2022,21,5314.5
19/10/2022,22,5071.75
19/10/2022,23,4871
20/10/2022,0,4590.5
20/10/2022,1,4381.25
20/10/2022,2,4188.5
20/10/2022,3,4150.5
20/10/2022,4,4241.25
20/10/2022,5,4578.5
20/10/2022,6,5281.5
20/10/2022,7,5554
20/10/2022,8,5553.25
20/10/2022,9,5525.5
20/10/2022,10,5397.5
20/10/2022,11,5229.75
20/10/2022,12,5040.75
20/10/2022,13,4938.75
20/10/2022,14,5175
20/10/2022,15,5313.5
20/10/2022,16,5470.75
20/10/2022,17,5566.75
20/10/2022,18,5741.25
20/10/2022,19,5669.75
20/10/2022,20,5414.75
20/10/2022,21,5073.75
20/10/2022,22,4843.75
20/10/2022,23,4693.75
21/10/2022,0,4416.5
21/10/2022,1,4162
21/10/2022,2,4003.75
21/10/2022,3,3929.75
21/10/2022,4,3939.75
21/10/2022,5,4032.75
21/10/2022,6,4267.25
21/10/2022,7,4510
21/10/2022,8,4707.25
21/10/2022,9,4850.5
21/10/2022,10,4898.75
21/10/2022,11,4882.75
21/10/2022,12,4737.25
21/10/2022,13,4634.25
21/10/2022,14,4708.5
21/10/2022,15,4778.25
21/10/2022,16,4941
21/10/2022,17,5034.75
21/10/2022,18,5235.25
21/10/2022,19,5215.5
21/10/2022,20,5021.25
21/10/2022,21,4728.75
21/10/2022,22,4459.75
21/10/2022,23,4237.25
22/10/2022,0,3968
22/10/2022,1,3797
22/10/2022,2,3676.75
22/10/2022,3,3611
22/10/2022,4,3633.75
22/10/2022,5,3715.75
22/10/2022,6,3916.75
22/10/2022,7,4093
22/10/2022,8,4254.75
22/10/2022,9,4261.75
22/10/2022,10,4240.5
22/10/2022,11,4198.25
22/10/2022,12,4088.75
22/10/2022,13,3827.5
22/10/2022,14,3823
22/10/2022,15,3918.75
22/10/2022,16,4324.75
22/10/2022,17,4593.5
22/10/2022,18,4944
22/10/2022,19,4955
22/10/2022,20,4798.5
22/10/2022,21,4520.75
22/10/2022,22,4285.5
22/10/2022,23,4053.5
23/10/2022,0,3800.5
23/10/2022,1,3627.5
23/10/2022,2,3520
23/10/2022,3,3471.5
23/10/2022,4,3479.75
23/10/2022,5,3538.25
23/10/2022,6,3694
23/10/2022,7,3834
23/10/2022,8,3854.5
23/10/2022,9,3783.75
23/10/2022,10,3590
23/10/2022,11,3379.75
23/10/2022,12,3345.25
23/10/2022,13,3335.75
23/10/2022,14,3520
23/10/2022,15,3811.5
23/10/2022,16,4140.75
23/10/2022,17,4519
23/10/2022,18,4982.25
23/10/2022,19,5048.5
23/10/2022,20,4814.5
23/10/2022,21,4477.5
23/10/2022,22,4180.5
23/10/2022,23,3912.25
24/10/2022,0,3690.75
24/10/2022,1,3568.25
24/10/2022,2,3462.5
24/10/2022,3,3447.75
24/10/2022,4,3605.5
24/10/2022,5,4058.75
24/10/2022,6,4928.5
24/10/2022,7,5281.25
24/10/2022,8,5151
24/10/2022,9,4978.5
24/10/2022,10,4856.5
24/10/2022,11,4914.5
24/10/2022,12,4989.25
24/10/2022,13,5086.25
24/10/2022,14,5212.5
24/10/2022,15,5423
24/10/2022,16,5537.5
24/10/2022,17,5671.5
24/10/2022,18,5867.5
24/10/2022,19,5814.5
24/10/2022,20,5545.75
24/10/2022,21,5182.5
24/10/2022,22,4875
24/10/2022,23,4702
25/10/2022,0,4426
25/10/2022,1,4221.5
25/10/2022,2,4036.75
25/10/2022,3,4003.5
25/10/2022,4,4088.5
25/10/2022,5,4407.25
25/10/2022,6,5153.5
25/10/2022,7,5471.75
25/10/2022,8,5398
25/10/2022,9,5232.75
25/10/2022,10,5096.5
25/10/2022,11,5031
25/10/2022,12,4890
25/10/2022,13,4704.5
25/10/2022,14,4831
25/10/2022,15,5038.5
25/10/2022,16,5288.25
25/10/2022,17,5557
25/10/2022,18,5835.75
25/10/2022,19,5778.5
25/10/2022,20,5550.75
25/10/2022,21,5198.25
25/10/2022,22,4920
25/10/2022,23,4742.5
26/10/2022,0,4438
26/10/2022,1,4220
26/10/2022,2,4045.5
26/10/2022,3,3998.75
26/10/2022,4,4108.75
26/10/2022,5,4438.25
26/10/2022,6,5197.25
26/10/2022,7,5511
26/10/2022,8,5441
26/10/2022,9,5344.5
26/10/2022,10,5196.75
26/10/2022,11,5068.75
26/10/2022,12,4885.25
26/10/2022,13,4679.25
26/10/2022,14,4745.75
26/10/2022,15,5016.25
26/10/2022,16,5337
26/10/2022,17,5583.25
26/10/2022,18,5855.75
26/10/2022,19,5807.25
26/10/2022,20,5580.25
26/10/2022,21,5211.5
26/10/2022,22,4926.5
26/10/2022,23,4745
27/10/2022,0,4494.75
27/10/2022,1,4274
27/10/2022,2,4094.75
27/10/2022,3,4059.25
27/10/2022,4,4186.75
27/10/2022,5,4516.5
27/10/2022,6,5213.25
27/10/2022,7,5605.25
27/10/2022,8,5683.25
27/10/2022,9,5755
27/10/2022,10,5787.25
27/10/2022,11,5800
27/10/2022,12,5808.5
27/10/2022,13,5713.5
27/10/2022,14,5595
27/10/2022,15,5533.5
27/10/2022,16,5540.5
27/10/2022,17,5650.25
27/10/2022,18,5820.75
27/10/2022,19,5716
27/10/2022,20,5464.25
27/10/2022,21,5140.5
27/10/2022,22,4888.75
27/10/2022,23,4715.75
28/10/2022,0,4431.75
28/10/2022,1,4218.25
28/10/2022,2,4031.25
28/10/2022,3,3965.25
28/10/2022,4,3976.75
28/10/2022,5,4038.75
28/10/2022,6,4331
28/10/2022,7,4563.75
28/10/2022,8,4595
28/10/2022,9,4473.75
28/10/2022,10,4356
28/10/2022,11,4473
28/10/2022,12,4459
28/10/2022,13,4376.5
28/10/2022,14,4457.25
28/10/2022,15,4514.5
28/10/2022,16,4740
28/10/2022,17,4992.25
28/10/2022,18,5319.25
28/10/2022,19,5319
28/10/2022,20,5123.5
28/10/2022,21,4833.5
28/10/2022,22,4561.5
28/10/2022,23,4328
29/10/2022,0,4065
29/10/2022,1,3888.25
29/10/2022,2,3724.125
29/10/2022,3,3672.5
29/10/2022,4,3725.25
29/10/2022,5,3887.25
29/10/2022,6,4089
29/10/2022,7,4221.5
29/10/2022,8,4110
29/10/2022,9,4028.25
29/10/2022,10,3890.75
29/10/2022,11,3848
29/10/2022,12,3897.5
29/10/2022,13,3971
29/10/2022,14,4251.5
29/10/2022,15,4604.25
29/10/2022,16,4905.75
29/10/2022,17,5170.5
29/10/2022,18,5164.25
29/10/2022,19,5089
29/10/2022,20,4880
29/10/2022,21,4605.5
29/10/2022,22,4347.25
29/10/2022,23,4111.5
30/10/2022,0,3908.75
30/10/2022,1,3789.5
30/10/2022,2,3674
30/10/2022,3,3654.5
30/10/2022,4,3826.75
30/10/2022,5,4201.25
30/10/2022,6,4846
30/10/2022,7,5082.75
30/10/2022,8,4904
30/10/2022,9,4709.5
30/10/2022,10,4734.75
30/10/2022,11,4899.75
30/10/2022,12,4910.5
30/10/2022,13,4907.25
30/10/2022,14,5077.5
30/10/2022,15,5314
30/10/2022,16,5610
30/10/2022,17,5791.25
30/10/2022,18,5736
30/10/2022,19,5659.5
30/10/2022,20,5451.75
30/10/2022,21,5213
30/10/2022,22,4935.25
30/10/2022,23,4662.25
31/10/2022,0,4329.25
31/10/2022,1,4125.75
31/10/2022,2,3973.25
31/10/2022,3,3941.75
31/10/2022,4,4070
31/10/2022,5,4401.25
31/10/2022,6,4968
31/10/2022,7,5291.25
31/10/2022,8,5338.75
31/10/2022,9,5283.5
31/10/2022,10,5301.5
31/10/2022,11,5442
31/10/2022,12,5539
31/10/2022,13,5636.25
31/10/2022,14,5613.5
31/10/2022,15,5679.75
31/10/2022,16,5745.25
31/10/2022,17,5795.5
31/10/2022,18,5702.75
31/10/2022,19,5607.25
31/10/2022,20,5400
31/10/2022,21,5197.5
31/10/2022,22,4917.25
31/10/2022,23,4652.75
01/11/2022,0,4314
01/11/2022,1,4084
01/11/2022,2,3915.75
01/11/2022,3,3843.25
01/11/2022,4,3847.25
01/11/2022,5,3838.75
01/11/2022,6,3850.25
01/11/2022,7,3879.75
01/11/2022,8,3687.75
01/11/2022,9,3459.75
01/11/2022,10,3314.25
01/11/2022,11,3340.75
01/11/2022,12,3466.75
01/11/2022,13,3554.5
01/11/2022,14,3784
01/11/2022,15,4197.5
01/11/2022,16,4618
01/11/2022,17,4831.75
01/11/2022,18,4857.75
01/11/2022,19,4868.25
01/11/2022,20,4740.5
01/11/2022,21,4529
01/11/2022,22,4305.75
01/11/2022,23,4047
02/11/2022,0,3794.25
02/11/2022,1,3654.5
02/11/2022,2,3532.5
02/11/2022,3,3512.5
02/11/2022,4,3695.75
02/11/2022,5,4132.25
02/11/2022,6,4836
02/11/2022,7,5015.5
02/11/2022,8,4728
02/11/2022,9,4369.5
02/11/2022,10,4209
02/11/2022,11,4227.5
02/11/2022,12,4361.75
02/11/2022,13,4584
02/11/2022,14,4977.25
02/11/2022,15,5396.25
02/11/2022,16,5653.25
02/11/2022,17,5799.5
02/11/2022,18,5760.75
02/11/2022,19,5691.75
02/11/2022,20,5484.75
02/11/2022,21,5256
02/11/2022,22,4994
02/11/2022,23,4719
03/11/2022,0,4413
03/11/2022,1,4187.25
03/11/2022,2,4031
03/11/2022,3,4001.25
03/11/2022,4,4141.5
03/11/2022,5,4453
03/11/2022,6,4965.25
03/11/2022,7,5340.75
03/11/2022,8,5565.75
03/11/2022,9,5719
03/11/2022,10,5794.5
03/11/2022,11,5851
03/11/2022,12,5867.25
03/11/2022,13,5765.25
03/11/2022,14,5659.5
03/11/2022,15,5655.25
03/11/2022,16,5798
03/11/2022,17,5836.5
03/11/2022,18,5752.75
03/11/2022,19,5670.75
03/11/2022,20,5461.25
03/11/2022,21,5268.75
03/11/2022,22,5052
03/11/2022,23,4794.25
04/11/2022,0,4482.25
04/11/2022,1,4261.75
04/11/2022,2,4084.5
04/11/2022,3,4025.75
04/11/2022,4,4083.5
04/11/2022,5,4199.75
04/11/2022,6,4401
04/11/2022,7,4645.5
04/11/2022,8,4734.75
04/11/2022,9,4621.5
04/11/2022,10,4399.5
04/11/2022,11,4341.25
04/11/2022,12,4404.5
04/11/2022,13,4443
04/11/2022,14,4588.75
04/11/2022,15,4899.25
04/11/2022,16,5263
04/11/2022,17,5471.75
04/11/2022,18,5413.75
04/11/2022,19,5366
04/11/2022,20,5180.5
04/11/2022,21,4950.25
04/11/2022,22,4672.5
04/11/2022,23,4409.5
05/11/2022,0,4114.5
05/11/2022,1,3946.25
05/11/2022,2,3799.25
05/11/2022,3,3732.5
05/11/2022,4,3770.5
05/11/2022,5,3865
05/11/2022,6,4059.75
05/11/2022,7,4350.5
05/11/2022,8,4741.25
05/11/2022,9,5099
05/11/2022,10,5342.25
05/11/2022,11,5384
05/11/2022,12,5147.5
05/11/2022,13,4798.25
05/11/2022,14,4607.5
05/11/2022,15,4784
05/11/2022,16,5127
05/11/2022,17,5348.75
05/11/2022,18,5355
05/11/2022,19,5294
05/11/2022,20,5124.25
05/11/2022,21,4876.25
05/11/2022,22,4624.5
05/11/2022,23,4372.25
06/11/2022,0,4088.75
06/11/2022,1,3925.75
06/11/2022,2,3796.25
06/11/2022,3,3776.5
06/11/2022,4,3948.5
06/11/2022,5,4378.75
06/11/2022,6,5106
06/11/2022,7,5330.25
06/11/2022,8,5131.5
06/11/2022,9,4876.5
06/11/2022,10,4715.25
06/11/2022,11,4812
06/11/2022,12,4859.25
06/11/2022,13,4862.75
06/11/2022,14,5069
06/11/2022,15,5415.75
06/11/2022,16,5770
06/11/2022,17,5987
06/11/2022,18,5956.5
06/11/2022,19,5914.5
06/11/2022,20,5713.75
06/11/2022,21,5459.75
06/11/2022,22,5172.5
06/11/2022,23,4878.25
07/11/2022,0,4557.25
07/11/2022,1,4332.75
07/11/2022,2,4184
07/11/2022,3,4160.25
07/11/2022,4,4317.75
07/11/2022,5,4714.25
07/11/2022,6,5391.75
07/11/2022,7,5599.5
07/11/2022,8,5417.75
07/11/2022,9,5231.25
07/11/2022,10,5107.25
07/11/2022,11,5178
07/11/2022,12,5252
07/11/2022,13,5352.5
07/11/2022,14,5484.75
07/11/2022,15,5780
07/11/2022,16,6038.5
07/11/2022,17,6151.5
07/11/2022,18,6111
07/11/2022,19,6046.5
07/11/2022,20,5807.25
07/11/2022,21,5540.25
07/11/2022,22,5234.25
07/11/2022,23,4925
08/11/2022,0,4580
08/11/2022,1,4347.5
08/11/2022,2,4196.75
08/11/2022,3,4138.25
08/11/2022,4,4284.75
08/11/2022,5,4671.75
08/11/2022,6,5359.25
08/11/2022,7,5585.25
08/11/2022,8,5369.25
08/11/2022,9,5066.25
08/11/2022,10,4918.75
08/11/2022,11,4900
08/11/2022,12,4953.25
08/11/2022,13,5025.25
08/11/2022,14,5268.5
08/11/2022,15,5641.75
08/11/2022,16,5977.5
08/11/2022,17,6158.25
08/11/2022,18,6152.25
08/11/2022,19,6094.5
08/11/2022,20,5892
08/11/2022,21,5640.5
08/11/2022,22,5327
08/11/2022,23,5034.75
09/11/2022,0,4704.25
09/11/2022,1,4470.5
09/11/2022,2,4326.75
09/11/2022,3,4320.75
09/11/2022,4,4468.25
09/11/2022,5,4871.25
09/11/2022,6,5578
09/11/2022,7,5635.25
09/11/2022,8,5258
09/11/2022,9,4925.75
09/11/2022,10,4723
09/11/2022,11,4703.25
09/11/2022,12,4835
09/11/2022,13,5002.75
09/11/2022,14,5287.25
09/11/2022,15,5698.5
09/11/2022,16,6059.75
09/11/2022,17,6208
09/11/2022,18,6162.75
09/11/2022,19,6110.25
09/11/2022,20,5898.5
09/11/2022,21,5638
09/11/2022,22,5324.5
09/11/2022,23,5029.5
10/11/2022,0,4716
10/11/2022,1,4486.5
10/11/2022,2,4341.25
10/11/2022,3,4278.25
10/11/2022,4,4440.5
10/11/2022,5,4819.25
10/11/2022,6,5497.75
10/11/2022,7,5727.5
10/11/2022,8,5719.5
10/11/2022,9,5663.5
10/11/2022,10,5732.5
10/11/2022,11,5867.25
10/11/2022,12,5962.25
10/11/2022,13,6001.25
10/11/2022,14,6026.25
10/11/2022,15,6111.5
10/11/2022,16,6254.5
10/11/2022,17,6235.5
10/11/2022,18,6146.5
10/11/2022,19,6047
10/11/2022,20,5833.5
10/11/2022,21,5596.75
10/11/2022,22,5332.75
10/11/2022,23,5048
11/11/2022,0,4703.75
11/11/2022,1,4459.5
11/11/2022,2,4271.75
11/11/2022,3,4206
11/11/2022,4,4250.5
11/11/2022,5,4354.5
11/11/2022,6,4584.25
11/11/2022,7,4909.5
11/11/2022,8,5218
11/11/2022,9,5467.5
11/11/2022,10,5631.5
11/11/2022,11,5766.75
11/11/2022,12,5764.25
11/11/2022,13,5647.75
11/11/2022,14,5547.25
11/11/2022,15,5525.75
11/11/2022,16,5701.75
11/11/2022,17,5677.25
11/11/2022,18,5587.25
11/11/2022,19,5522.75
11/11/2022,20,5331
11/11/2022,21,5087.75
11/11/2022,22,4828.5
11/11/2022,23,4582.5
12/11/2022,0,4306.25
12/11/2022,1,4133.5
12/11/2022,2,3993.25
12/11/2022,3,3924.5
12/11/2022,4,3976.25
12/11/2022,5,4085.75
12/11/2022,6,4293.5
12/11/2022,7,4476
12/11/2022,8,4478.5
12/11/2022,9,4415.25
12/11/2022,10,4387
12/11/2022,11,4395.25
12/11/2022,12,4390.5
12/11/2022,13,4382.5
12/11/2022,14,4583
12/11/2022,15,4962.75
12/11/2022,16,5415
12/11/2022,17,5607
12/11/2022,18,5625.75
12/11/2022,19,5601.25
12/11/2022,20,5416.25
12/11/2022,21,5166
12/11/2022,22,4892
12/11/2022,23,4602.25
13/11/2022,0,4296.25
13/11/2022,1,4149
13/11/2022,2,4017.5
13/11/2022,3,3980.5
13/11/2022,4,4164
13/11/2022,5,4641.25
13/11/2022,6,5468.5
13/11/2022,7,5762.5
13/11/2022,8,5730.5
13/11/2022,9,5577
13/11/2022,10,5484.5
13/11/2022,11,5627
13/11/2022,12,5684
13/11/2022,13,5733
13/11/2022,14,5882.5
13/11/2022,15,6069.75
13/11/2022,16,6257
13/11/2022,17,6296.5
